target_id,total_pop_chg,total_pop_chg_adj,units_chg,units_chg_adj,rgid,county_id,ofm_total_pop,ofm_hhpop,ofm_units,ofm_hh,ofm_gq,ofm_vacancy_by_rgid,ofm_gq_pct,gq_2044,total_pop_2044,hhpop_2044,units_2044,hh_2044,hhsz_2044,king_hhsz,vacancy_rate,hhpop_initial_2044,initial_hhpop_2044_sum_by_rgid,hhpop_rgid_factored_2044,hhpop_factor,emp_chg,emp_chg_adj,control_id_2023,control_name_2023,Emp_TotNoMil_2023,Emp_ConRes_2023,Emp_Military_2023,Emp_Total_2023,TotEmpNoMil-ResCon_2023,emp_2044,res_con_pct,res_con_target_pct,emp_chg_cnty_sum,res_con_emp_chg_cnty_sum,res_con_emp_chg_target,emp_chg_adj_res_con,hh_annual_change,hh_2050,total_pop_annual_change,total_pop_2050,emp_annual_change,emp_2050,gq_2050,hhpop_2050,hhsz_2050
11,,,17000.0,16233.0,2,53033,106953.5215879731,106311.20032605629,43513.443366943175,41414.717667116805,642.3212619168091,,0.010147301819973252,1017,141118.0,140101.0,59746.443366943175,57118.0,2.462574443455751,2.52,4.4,140657.0,975797.0,971941.0,0.9960483584188105,31780,30277,11,Renton,74538,4639,0,74538,69899,105693,0.06223671147602565,1977.8826907080952,490831.0,13743.268,877.8489699428752,31154.848969942876,747.775349184914,61605,1626.8799243822334,150879,1483.5714285714287,114594,1041,149838,2.432237643048454
12,,,5900.0,5815.0,2,53033,31123.433278802302,30294.49403426985,11636.753166685201,10761.197580093376,828.9392445324509,,0.0130954667133233,1312,46192.0,44880.0,17451.7531666852,16684.0,2.7006490403146453,2.52,4.4,45058.0,975797.0,971941.0,0.9960483584188105,14810,8980,12,SeaTac,45021,2166,0,45021,42855,54317,0.04811088158859199,712.5221563270474,490831.0,13743.268,316.24061625679445,9296.240616256795,282.038210471744,18376,717.5507962475094,50497,442.6666666666667,56973,1343,49154,2.6749020461471487
13,,,6500.0,5402.0,2,53033,22764.08166998408,22399.08166998408,9188.425811084093,8494.901282182127,365.0,,0.005766219155251836,578,35721.0,35143.0,14590.425811084093,13948.0,2.529513073254576,2.52,4.4,35282.0,975797.0,971941.0,0.9960483584188105,15890,15890,13,Tukwila,44659,3133,0,44659,41526,61044,0.07015383237421348,1114.7443964262523,490831.0,13743.268,494.75998993754297,16384.759989937542,259.6713675151368,15506,616.996110953139,39423,780.2380952380952,65725,591,38832,2.504320908035599
14,,,3800.0,3245.0,3,53033,33058.18986399489,32404.056372831255,13401.934593494987,12303.523697926714,654.1334911636343,,0.01033390977216303,1036,41812.0,40776.0,16646.93459349499,16048.0,2.5396648230266092,2.51,3.6,40757.0,329583.0,329735.0,1.0004611888355892,2380,1694,14,Des Moines,8548,692,0,8548,7856,10328,0.08095460926532522,192.671970051474,490831.0,13743.268,85.5141163028222,1779.5141163028222,178.30839533682314,17118,416.8481017145289,44313,84.76190476190476,10837,1060,43253,2.5267554620866925
15,,,1020.0,771.0,3,53033,25160.430697001648,25074.430697001648,8673.18173294632,8371.5308606287,86.0,,0.0013586160201415286,136,26443.0,26307.0,9444.18173294632,9104.0,2.888236376126982,2.51,3.6,26295.0,329583.0,329735.0,1.0004611888355892,720,720,15,Federal Way PAA,2158,527,0,2158,1631,2956,0.24420759962928637,175.8294717330862,490831.0,13743.268,78.03886518225742,798.0388651822574,34.87948282720477,9313,61.07472871420725,26809,38.0,3184,139,26670,2.863738859658542
16,,,3070.0,2735.0,3,53033,24226.806081607796,24087.806081607796,9794.277580568903,9421.960477529112,139.0,,0.002195902637205494,220,30009.0,29789.0,12529.277580568903,12078.0,2.465258714726847,2.51,3.6,29775.0,329583.0,329735.0,1.0004611888355892,3200,2907,16,Kenmore,5116,662,0,5116,4454,8207,0.12939796716184518,414.07349491790455,490831.0,13743.268,183.77934783594048,3090.7793478359404,126.47807249861373,12837,275.3425675424859,31661,147.1904761904762,9090,225,31436,2.4488587676248343
17,,,870.0,816.0,3,53033,13486.586659657454,13447.586659657454,5506.377847128888,5265.762460750296,39.00000000000001,,0.000616116567273484,62,15078.0,15016.0,6322.377847128888,6095.0,2.4625758843514984,2.51,3.6,15009.0,329583.0,329735.0,1.0004611888355892,550,309,17,Lake Forest Park,2233,263,0,2233,1970,2571,0.11777877295118674,64.77832512315271,490831.0,13743.268,28.750737468472423,337.75073746847244,39.48750186903354,6332,75.78158763535933,15533,16.095238095238095,2668,63,15470,2.443145925457991
18,,,1239.0,1087.0,3,53033,25786.338770408547,25622.338770408547,10600.200113011673,9904.217717561047,164.0,,0.0025908491546884965,260,28377.0,28117.0,11687.200113011673,11266.0,2.494624165532058,2.51,3.6,28104.0,329583.0,329735.0,1.0004611888355892,1300,287,18,Mercer Island,9253,613,0,9253,8640,9578,0.0662487841781044,86.12341943153572,490831.0,13743.268,38.22438782194172,325.2243878219417,64.84677535423586,11655,123.36482045673586,29117,15.476190476190476,9671,266,28851,2.4754182754182756
19,,,1480.0,901.0,3,53033,13564.725253421271,13533.046515338081,5809.897814699128,5417.755720278308,31.678738083190776,,0.0005004562913684945,50,15639.0,15589.0,6710.897814699128,6469.0,2.408699873611239,2.51,3.6,15582.0,329583.0,329735.0,1.0004611888355892,500,500,19,Newcastle,3022,124,0,3022,2898,3531,0.04103242885506287,20.516214427531434,490831.0,13743.268,9.105766376815742,509.1057663768157,50.059251415318656,6769,98.77498793232041,16232,24.238095238095237,3676,51,16181,2.390456492834983
20,,,1420.0,1088.0,3,53033,20658.58327301343,20418.58327301343,7931.937000870705,7526.92149835825,240.0,,0.003791486567836824,380,23135.0,22755.0,9019.937000870705,8695.0,2.615861546061908,2.51,3.6,22745.0,329583.0,329735.0,1.0004611888355892,1220,1220,20,North Highline,6278,544,0,6278,5734,7545,0.08665179993628544,105.71519592226824,490831.0,13743.268,46.919858434298085,1266.919858434298,55.6227857924643,9029,117.92460604697945,23843,60.333333333333336,7907,389,23454,2.5976298593421197
22,,,170.0,149.0,3,53033,7630.489283243815,7612.489283243815,2690.7812274843454,2624.3340244856145,17.999999999999993,,0.00028436149258776166,28,7691.0,7663.0,2839.7812274843454,2738.0,2.797139445734003,2.51,3.6,7659.0,329583.0,329735.0,1.0004611888355892,0,0,22,Renton PAA - East Renton,795,109,0,795,686,795,0.1371069182389937,0.0,490831.0,13743.268,0.0,0.0,5.4126655006850255,2770,2.881462702675457,7708,0.0,795,29,7679,2.772202166064982
23,,,840.0,652.0,3,53033,24278.72730074209,24139.727300742095,9078.414865718769,8849.73242413647,139.0,,0.002195902637205494,220,24903.0,24683.0,9730.414865718769,9380.0,2.630321013533688,2.51,3.6,24672.0,329583.0,329735.0,1.0004611888355892,100,0,23,Renton PAA - Fairwood,3336,331,0,3336,3005,3340,0.09922062350119903,9.922062350119903,490831.0,13743.268,4.403735496893133,4.403735496893133,25.250836945882405,9532,29.727271393233725,25081,0.19047619047619047,3341,225,24856,2.6076374318086444
24,,,670.0,536.0,3,53033,17438.89526575135,17319.89526575135,6649.177360216045,6327.583867379822,119.0,,0.001879945423219092,188,18479.0,18291.0,7185.177360216045,6927.0,2.639452714137281,2.51,3.6,18283.0,329583.0,329735.0,1.0004611888355892,600,457,24,Renton PAA - West Hill,1836,191,0,1836,1645,2321,0.10403050108932461,62.41830065359477,490831.0,13743.268,27.703281489725914,484.7032814897259,28.543625362865637,7098,49.528796868983285,18776,23.095238095238095,2460,193,18583,2.6180614257537336
25,,,13330.0,11638.0,3,53033,61090.39846079475,59303.39846079475,25591.824797628848,24415.340345082994,1787.0,,0.02823077706968502,2829,86929.0,84100.0,37229.82479762885,35890.0,2.3421965336242074,2.51,3.6,84061.0,329583.0,329735.0,1.0004611888355892,10000,10000,25,Shoreline,18672,1144,0,18672,17528,28944,0.061268209083119106,612.6820908311911,490831.0,13743.268,271.928332688961,10271.928332688962,546.4123645198574,39168,1230.409597105012,94311,489.14285714285717,31879,2896,91415,2.333920547385621
26,,,2033.0,1237.0,3,53033,13830.000050723553,13787.000050723553,6413.999993145466,5892.815014541149,43.000000000000014,,0.0006793080100707645,68,16717.0,16649.0,7650.999993145466,7376.0,2.2560748478051225,2.51,3.6,16641.0,329583.0,329735.0,1.0004611888355892,5000,4619,26,Woodinville,15228,2087,0,15228,13141,20151,0.137050170738114,685.25085369057,490831.0,13743.268,304.1367209950076,4923.136720995008,70.62785645042148,7800,137.47618806078322,17542,234.42857142857142,21558,70,17472,2.24
27,,,170.0,150.0,4,53033,3316.557071442916,3302.557071442916,1061.74982198098,1020.2049963897633,14.000000000000002,,0.00022117004979048141,22,3579.0,3557.0,1211.74982198098,1175.0,3.0338002478039607,2.75,3.0,3565.0,222588.0,222071.0,0.9976773231261343,325,325,27,Algona,1997,122,0,1997,1875,2331,0.061091637456184275,19.85478217325989,490831.0,13743.268,8.8122011285697,333.8122011285697,7.371190648106508,1219,12.497282312242099,3654,15.904761904761905,2426,23,3631,2.978671041837572
28,,,1.0,1.0,4,53033,315.0000066757202,315.0000066757202,118.00000000000001,105.99999785423279,0.0,,0.0,0,319.0,319.0,119.00000000000001,115.0,2.785023112901729,2.75,3.0,320.0,222588.0,222071.0,0.9976773231261343,0,0,28,Beaux Arts,21,0,0,21,21,21,0.0,0.0,490831.0,13743.268,0.0,0.0,0.4285715307508196,118,0.19047587258475168,320,0.0,21,0,320,2.711864406779661
