target_id,total_pop_chg,total_pop_chg_adj,county_id,rgid,dec_total_pop,dec_units,dec_hh,dec_gq,dec_hhpop,dec_hhpop_by_target,dec_hh_by_target,dec_hhsz_by_target,dec_hhsz,total_pop_2044,dec_gq_pct,gq_2044,hhpop_2044,hhsz_2044,hh_2044,units_chg,units_chg_adj,king_hhsz,vacancy_rate,units_2044,dec_hhsz_by_rgid,hhpop_initial_2044,initial_hhpop_2044_sum_by_rgid,hhpop_rgid_factored_2044,hhpop_factor,start,emp_chg,emp_chg_adj,control_id_2020,control_name_2020,Emp_TotNoMil_2020,Emp_ConRes_2020,TotEmpNoMil-ResCon_2020,Emp_Military_2020,Emp_Total_2020,emp_2044,hh_annual_change,hh_2050,total_pop_annual_change,total_pop_2050,emp_annual_change,emp_2050,gq_2050,hhpop_2050,hhsz_2050
52,,,53033,5,495,176,163,0,495,495,163,3.03680981595092,3.03680981595092,494,0.0,0,494,2.8835381956820125,174,3.0,3.0,2.65,3.0,179.0,2.7908581285036655,502.0,21946.0,21592.0,0.9838694978583796,2019,300.0,337.1203680602306,52,Kent PAA,210,53,157,0,210,547.1203680602306,0.4583333333333333,177,-0.041666666666666664,494,14.046682002509607,631,0,494,2.790960451977401
53,,,53033,5,2098,682,643,0,2098,2098,643,3.2628304821150858,3.2628304821150858,3341,0.0,0,3341,3.0981513138544408,1096,448.0,448.0,2.65,3.0,1130.0,2.7908581285036655,3396.0,21946.0,21592.0,0.9838694978583796,2019,400.0,642.9028919240436,53,King UGA,556,39,517,0,556,1198.9028919240436,18.875,1209,51.791666666666664,3652,26.78762049683515,1360,0,3652,3.020678246484698
57,,,53033,5,13,3,2,0,13,13,2,6.5,6.5,8,0.0,0,8,2.65,3,1.0,0.0,2.65,3.0,3.0,2.7908581285036655,8.0,21946.0,21592.0,0.9838694978583796,2019,0.0,0.0,57,Newcastle PAA,0,0,0,0,0,0.0,0.041666666666666664,3,-0.20833333333333334,7,0.0,0,0,7,2.3333333333333335
58,,,53033,5,815,309,287,8,807,807,287,2.8118466898954706,2.8118466898954706,1131,9.391655514075743e-05,9,1122,2.6699292422356504,427,134.0,131.0,2.65,3.0,440.0,2.7908581285036655,1140.0,21946.0,21592.0,0.9838694978583796,2019,0.0,1.0,58,Pacific PAA,41,26,15,0,41,42.0,5.833333333333333,462,13.166666666666666,1210,0.041666666666666664,42,10,1220,2.6406926406926408
60,,,53033,5,2832,969,945,0,2832,2832,945,2.996825396825397,2.996825396825397,2892,0.0,0,2892,2.8455718406027426,1033,120.0,96.0,2.65,3.0,1065.0,2.7908581285036655,2939.0,21946.0,21592.0,0.9838694978583796,2019,0.0,24.0,60,Redmond PAA,461,67,394,0,461,485.0,3.6666666666666665,1055,2.5,2907,1.0,491,0,2907,2.7554502369668246
61,,,53033,5,577,195,177,0,577,577,177,3.2598870056497176,3.2598870056497176,1127,0.0,0,1127,3.0953563983574615,370,194.0,186.0,2.65,3.0,381.0,2.7908581285036655,1145.0,21946.0,21592.0,0.9838694978583796,2019,0.0,0.0,61,Sammamish PAA,65,1,64,0,65,65.0,8.041666666666666,418,22.916666666666668,1264,0.0,65,0,1264,3.0239234449760763
62,,,53033,5,12065,4721,4561,0,12065,12065,4561,2.6452532339399255,2.6452532339399255,11315,0.0,0,11315,2.5117439680458467,4579,0.0,0.0,2.65,3.0,4721.0,2.7908581285036655,11501.0,21946.0,21592.0,0.9838694978583796,2019,0.0,0.0,616,King no growth UGA Bear Creek UPDKing no growth UGA Milton PAAKing no growth UGA Tukwila PAA,1796,97,1699,0,1796,1796.0,0.75,4584,-31.25,11128,0.0,1796,0,11128,2.4275741710296685
64,,,53033,6,127586,49148,46007,471,127115,127115,46007,2.762949116438803,2.762949116438803,132009,0.005529337183912094,554,131455,2.62,50691,4211.0,4211.0,2.62,5.0,53359.0,2.762949116438803,132810.0,132810.0,131455.0,0.9897974550109179,2019,2156.0,1264.9699647903667,365,King RuralKing Rural Ag & Resource,29284,9412,19872,0,29284,30548.969964790365,195.16666666666666,51862,184.29166666666666,133115,52.70708186626522,30865,567,133682,2.577648374532413
65,20252.0,20252.0,53035,1,43512,18352,16810,4633,38879,38879,16810,2.312849494348602,2.312849494348602,63764,0.05438942499589115,5450,58314,2.186959303984911,26664,,,,,,,,,,,2020,14175.04,14175.04,466,BremertonNBK - Bremerton,34813,794,34019,7982,42795,48988.04,410.5833333333333,29128,843.8333333333334,68827,590.6266666666667,52532,5579,74406,2.5544493271079376
67,2762.0,2762.0,53035,1,10098,4395,4146,5,10093,10093,4146,2.4343945972021226,2.4343945972021226,12860,5.86978469629734e-05,6,12854,2.301888612696447,5584,,,,,,,,,,,2020,2433.96,2433.96,67,Bremerton UGA,1401,313,1088,0,1401,3834.96,59.916666666666664,5944,115.08333333333333,13550,101.415,4443,6,13556,2.280619111709287
68,9896.0,9896.0,53035,2,19655,8401,8035,211,19444,19444,8035,2.419912881144991,2.419912881144991,29551,0.0024770491418374774,248,29303,2.2881951476671833,12806,,,,,,,,,,,2020,11416.0,11416.0,68,Silverdale,13304,717,12587,0,13304,24720.0,198.79166666666666,13999,412.3333333333333,32025,475.6666666666667,27574,254,32279,2.3058075576826917
69,4524.0,4524.0,53035,3,24825,11251,10157,218,24607,24607,10157,2.4226641724918774,2.4226641724918774,29349,0.0025592261275856404,256,29093,2.290796684093894,12700,,,,,,,,,,,2020,1927.0,1927.0,69,Bainbridge Island,9235,797,8438,0,9235,11162.0,105.95833333333333,13336,188.5,30480,80.29166666666667,11644,262,30742,2.3051889622075583
70,3400.0,3400.0,53035,3,2435,1173,1105,0,2435,2435,1105,2.2036199095022626,2.2036199095022626,5835,0.0,0,5835,2.083675170091283,2800,,,,,,,,,,,2020,1400.0,1400.0,70,Kingston UGA,1077,72,1005,0,1077,2477.0,70.625,3224,141.66666666666666,6685,58.333333333333336,2827,0,6685,2.073511166253102
71,10500.0,10500.0,53035,3,15587,6209,5840,557,15030,15030,5840,2.5736301369863015,2.5736301369863015,26087,0.006538940151675237,655,25432,2.4335454541469677,10451,,,,,,,,,,,2020,5400.0,5400.0,71,Port Orchard,8615,486,8129,0,8615,14015.0,192.125,11604,437.5,28712,225.0,15365,671,29383,2.5321440882454325
72,3552.0,3552.0,53035,3,15370,6065,5812,320,15050,15050,5812,2.589470061940812,2.589470061940812,18922,0.0037566622056302975,376,18546,2.4485231997107557,7574,,,,,,,,,,,2020,1500.0,1500.0,72,Port Orchard UGA,2683,272,2411,0,2683,4183.0,73.41666666666667,8014,148.0,19810,62.5,4558,385,20195,2.5199650611429996
73,4581.0,4581.0,53035,3,11975,5116,4891,365,11610,11610,4891,2.37374769985688,2.37374769985688,16556,0.0042849428282970585,429,16127,2.2445427729731615,7185,,,,,,,,,,,2020,3903.0,3903.0,73,Poulsbo,7649,478,7171,0,7649,11552.0,95.58333333333333,7758,190.875,17701,162.625,12528,440,18141,2.3383604021655064
74,1065.0,1065.0,53035,3,528,204,189,0,528,528,189,2.7936507936507935,2.7936507936507935,1593,0.0,0,1593,2.6415902159600577,603,,,,,,,,,,,2020,97.0,97.0,74,Poulsbo PUTA,78,3,75,0,78,175.0,17.25,706,44.375,1859,4.041666666666667,199,0,1859,2.63314447592068
75,5000.0,5000.0,53035,5,24741,9391,9041,118,24623,24623,9041,2.723481915717288,2.723481915717288,29741,0.001385269188326172,139,29602,2.575240684431167,11495,,,,,,,,,,,2020,1470.0,1470.0,75,Central Kitsap UGA,3985,168,3817,0,3985,5455.0,102.25,12108,208.33333333333334,30991,61.25,5822,142,31133,2.571275189957053
76,5415.0,5415.0,53035,6,106885,42691,39777,2026,104859,104859,39777,2.6361716569877065,2.6361716569877065,112300,0.02378436758939682,2383,109917,2.492682790746967,44096,,,,,,,,,,,2020,2301.0,2301.0,780,Kitsap RuralKitsap Rural Ag & ResourceNBK - Bangor,19535,3496,16039,3100,22635,21836.0,179.95833333333334,45176,225.625,113654,95.875,22411,2440,116094,2.5698158314149104
77,100618.0,100618.0,53053,1,219603,92416,87328,7808,211795,211795,87328,2.425281696592158,2.425281696592158,320221,0.09166255781737925,9185,311036,2.2932717343288966,135630,,,,,,,,,,,2020,70800.0,70800.0,77,Tacoma,121185,5063,116122,0,121185,191985.0,2012.5833333333333,147706,4192.416666666667,345376,2950.0,209685,9402,354778,2.4019200303305213
78,263.0,263.0,53053,2,10013,3898,3750,0,10013,10013,3750,2.6701333333333332,2.6701333333333332,10276,0.0,0,10276,2.52479590672986,4070,,,,,,,,,,,2020,0.0,0.0,78,Auburn,1244,144,1100,0,1244,1244.0,13.333333333333334,4150,10.958333333333334,10342,0.0,1244,0,10342,2.4920481927710845
79,16662.0,16662.0,53053,2,63612,26999,25506,1127,62485,62485,25506,2.4498157296322436,2.4498157296322436,80274,0.013230494705454204,1326,78948,2.3164703609374993,34081,,,,,,,,,,,2020,9863.0,9863.0,79,Lakewood,29877,2035,27842,0,29877,39740.0,357.2916666666667,36225,694.25,84440,410.9583333333333,42206,1357,85797,2.3684472049689442
80,16995.0,16995.0,53053,2,43024,18133,17037,969,42055,42055,17037,2.468451018371779,2.468451018371779,60019,0.011375642741424245,1140,58879,2.3340913164691734,25226,,,,,,,,,,,2020,14717.0,14717.0,80,Puyallup,30697,2428,28269,0,30697,45414.0,341.2083333333333,27273,708.125,64268,613.2083333333334,49093,1167,65435,2.399259340739926
81,7994.0,7994.0,53053,2,34866,14427,13944,270,34596,34596,13944,2.481067125645439,2.481067125645439,42860,0.0031696837360005634,318,42542,2.346020719246838,18134,,,,,,,,,,,2020,2943.0,2943.0,81,University Place,7145,395,6750,0,7145,10088.0,174.58333333333334,19182,333.0833333333333,44858,122.625,10824,325,45183,2.355489521426337
82,5184.0,5184.0,53053,3,10158,3792,3654,0,10158,10158,3654,2.779967159277504,2.779967159277504,15342,0.0,0,15342,2.6286513924100965,5836,,,,,,,,,,,2020,1177.0,1177.0,82,DuPont,5309,130,5179,0,5309,6486.0,90.91666666666667,6382,216.0,16638,49.041666666666664,6780,0,16638,2.6070197430272644
83,2160.0,2160.0,53053,3,11072,4335,4139,11,11061,11061,4139,2.672384633969558,2.672384633969558,13232,0.00012913526331854148,13,13219,2.526924667327767,5231,,,,,,,,,,,2020,5077.0,5077.0,83,Fife,17599,1685,15914,0,17599,22676.0,45.5,5504,90.0,13772,211.54166666666666,23945,13,13785,2.5045421511627906
84,1910.0,1910.0,53053,3,7156,2926,2832,16,7140,7140,2832,2.5211864406779663,2.5211864406779663,9066,0.00018783311028151487,19,9047,2.3839563088709257,3795,,,,,,,,,,,2020,113.0,113.0,84,Fircrest,1568,96,1472,0,1568,1681.0,40.125,4036,79.58333333333333,9544,4.708333333333333,1709,19,9563,2.3694251734390486
85,41447.0,41447.0,53053,3,162275,58557,56428,1409,160866,160866,56428,2.8508187424682783,2.8508187424682783,203722,0.016541053274165905,1658,202064,2.6956464690200277,74959,,,,,,,,,,,2020,10445.0,10445.0,85,"Mid-County, Parkland-Spanaway-Midland, South Hill",32478,4348,28130,0,32478,42923.0,772.125,79592,1726.9583333333333,214084,435.2083333333333,45534,1697,215781,2.7110890541762993
86,4904.0,4904.0,53053,3,10621,4492,4317,103,10518,10518,4317,2.4364141765114664,2.4364141765114664,15525,0.001209175647437252,121,15404,2.3037982647388717,6686,,,,,,,,,,,2020,5313.0,5313.0,86,Sumner,18105,2964,15141,0,18105,23418.0,98.70833333333333,7278,204.33333333333334,16751,221.375,24746,124,16875,2.318631492168178
87,5063.0,5063.0,53053,4,21548,7215,6982,763,20785,20785,6982,2.976940704669149,2.976940704669149,26611,0.00895729144654974,898,25713,2.814903515077714,9135,,,,,,,,,,,2020,1717.0,1717.0,87,Bonney Lake,6555,451,6104,0,6555,8272.0,89.70833333333333,9673,210.95833333333334,27877,71.54166666666667,8701,919,28796,2.9769461387366896
88,3121.0,3121.0,53053,4,5114,1956,1851,245,4869,4869,1851,2.6304700162074552,2.6304700162074552,8235,0.0028761945011856966,288,7947,2.4872914946929785,3195,,,,,,,,,,,2020,1080.0,1080.0,88,Buckley,2241,272,1969,0,2241,3321.0,56.0,3531,130.04166666666666,9015,45.0,3591,295,9310,2.636646842254319
89,64.0,64.0,53053,4,734,244,235,0,734,734,235,3.123404255319149,3.123404255319149,798,0.0,0,798,2.9533949411611458,270,,,,,,,,,,,2020,6.0,6.0,89,Carbonado,54,10,44,0,54,60.0,1.4583333333333333,279,2.6666666666666665,814,0.25,62,0,814,2.917562724014337
90,794.0,794.0,53053,4,2845,1127,1054,0,2845,2845,1054,2.6992409867172675,2.6992409867172675,3639,0.0,0,3639,2.5523192079825825,1426,,,,,,,,,,,2020,152.0,152.0,90,Eatonville,970,90,880,0,970,1122.0,15.5,1519,33.083333333333336,3838,6.333333333333333,1160,0,3838,2.5266622778143515
91,5931.0,5931.0,53053,4,12327,5125,4668,71,12256,12256,4668,2.625535561268209,2.625535561268209,18258,0.0008335094268742222,84,18174,2.4826256259601243,7320,,,,,,,,,,,2020,1962.0,1962.0,91,Edgewood,2243,840,1403,0,2243,4205.0,110.5,7983,247.125,19741,81.75,4696,85,19826,2.4835274959288487
92,2200.0,2200.0,53053,4,11997,5637,5167,363,11634,11634,5167,2.2515966711825044,2.2515966711825044,14197,0.004261463689511869,427,13770,2.1290405194527735,6468,,,,,,,,,,,2020,2747.0,2747.0,92,Gig Harbor,12859,591,12268,0,12859,15606.0,54.208333333333336,6793,91.66666666666667,14747,114.45833333333333,16293,437,15184,2.235242161048138
93,600.0,600.0,53053,4,7057,2963,2864,24,7033,7033,2864,2.4556564245810057,2.4556564245810057,7657,0.0002817496654222723,28,7629,2.3219931423338434,3286,,,,,,,,,,,2020,441.0,441.0,93,Milton,2205,386,1819,0,2205,2646.0,17.583333333333332,3392,25.0,7807,18.375,2756,29,7836,2.3101415094339623
94,549.0,549.0,53053,4,9041,2999,2916,131,8910,8910,2916,3.0555555555555554,3.0555555555555554,9590,0.001537883590429903,154,9436,2.889239298706313,3266,,,,,,,,,,,2020,196.0,196.0,94,Orting,1472,80,1392,0,1472,1668.0,14.583333333333334,3354,22.875,9727,8.166666666666666,1717,158,9885,2.947227191413238
95,0.0,0.0,53053,4,41,19,19,0,41,41,19,2.1578947368421053,2.1578947368421053,41,0.0,0,41,2.040438854014602,20,,,,,,,,,,,2020,638.0,638.0,95,Pacific,2006,774,1232,0,2006,2644.0,0.041666666666666664,20,0.0,41,26.583333333333332,2804,0,41,2.05
96,253.0,253.0,53053,4,825,316,293,0,825,825,293,2.8156996587030716,2.8156996587030716,1078,0.0,0,1078,2.662438944200357,405,,,,,,,,,,,2020,92.0,92.0,96,Roy,188,52,136,0,188,280.0,4.666666666666667,433,10.541666666666666,1141,3.8333333333333335,303,0,1141,2.6351039260969977
97,453.0,453.0,53053,4,1055,517,483,0,1055,1055,483,2.1842650103519667,2.1842650103519667,1508,0.0,0,1508,2.0653737731011814,730,,,,,,,,,,,2020,71.0,71.0,97,Ruston,531,56,475,0,531,602.0,10.291666666666666,792,18.875,1621,2.9583333333333335,620,0,1621,2.0467171717171717
98,39.0,39.0,53053,4,373,149,145,0,373,373,145,2.5724137931034483,2.5724137931034483,412,0.0,0,412,2.432395316804287,169,,,,,,,,,,,2020,10.0,10.0,98,South Prairie,80,25,55,0,80,90.0,1.0,175,1.625,422,0.4166666666666667,92,0,422,2.4114285714285715
99,464.0,464.0,53053,4,6791,2943,2797,14,6777,6777,2797,2.4229531641043978,2.4229531641043978,7255,0.00016435397149632553,16,7239,2.291069945668985,3160,,,,,,,,,,,2020,10.0,10.0,99,Steilacoom,840,65,775,0,840,850.0,15.125,3251,19.333333333333332,7371,0.4166666666666667,852,17,7388,2.2725315287603816
100,187.0,187.0,53053,4,499,182,173,12,487,487,173,2.815028901734104,2.815028901734104,686,0.00014087483271113616,14,672,2.661804697053026,252,,,,,,,,,,,2020,11.0,11.0,100,Wilkeson,85,6,79,0,85,96.0,3.2916666666666665,272,7.791666666666667,733,0.4583333333333333,99,14,747,2.7463235294117645
107,21183.0,21183.0,53053,5,98785,31020,29235,9198,89587,89587,29235,3.0643748931075767,3.0643748931075767,119968,0.10798055927308586,10820,109148,2.897578592880666,37669,,,,,,,,,,,2020,8850.0,8850.0,510,Pierce UGAJBLM,26507,1791,24716,31853,58360,35357.0,351.4166666666667,39778,882.625,125264,368.75,37570,11075,136339,3.427497611745186
124,7994.0,7994.0,53053,6,170039,67223,62148,757,169282,169282,62148,2.72385273862393,2.72385273862393,178033,0.008886854030194173,891,177142,2.575591323159624,68777,,,,,,,,,,,2020,2950.0,2950.0,427,Pierce RuralPierce Rural Ag & Resource,22199,6224,15975,0,22199,25149.0,276.2083333333333,70434,333.0833333333333,180032,122.91666666666667,25886,912,180944,2.568986568986569
125,68547.0,68547.0,53061,1,110629,47193,44879,2446,108183,108183,44879,2.410548363377081,2.410548363377081,179176,0.028714986734286588,2877,176299,2.2793403478585903,77347,,,,,,,,,,,2019,67340.0,66710.80686950142,529,EverettNaval Station Everett,96227,3710,92517,2211,98438,164981.0,1352.8333333333333,85464,2856.125,196313,2864.75,182170,2945,199258,2.3314846017036412
126,13150.0,13150.0,53061,2,19205,7456,7143,181,19024,19024,7143,2.6633067338653227,2.6633067338653227,32355,0.002124862060059637,213,32142,2.518340884361295,12763,,,,,,,,,,,2019,8705.0,8447.040793933704,126,Bothell,15309,505,14804,0,15309,24307.0,234.16666666666666,14168,547.9166666666666,35642,374.9166666666667,26556,218,35860,2.531055900621118
127,25167.0,25167.0,53061,2,38555,16211,15400,626,37929,37929,15400,2.462922077922078,2.462922077922078,63722,0.007348970439764269,736,62986,2.328863320532906,27046,,,,,,,,,,,2019,21912.0,22420.23271246437,127,Lynnwood,30122,1836,28286,0,30122,53762.0,485.25,29958,1048.625,70014,985.0,59672,754,70768,2.3622404699913213
128,14781.0,14781.0,53061,3,19868,7751,7365,97,19771,19771,7365,2.6844534962661237,2.6844534962661237,34649,0.001138738231081684,114,34535,2.5383366120965385,13605,,,,,,,,,,,2019,14423.0,14970.219162334866,128,Arlington,12132,2028,10104,0,12132,26373.0,260.0,15165,615.875,38344,593.375,29933,117,38461,2.5361688097593142
129,10927.0,10927.0,53061,3,34299,12216,11817,173,34126,34126,11817,2.887873402724888,2.887873402724888,45226,0.0020309455049188794,204,45022,2.730684215402663,16487,,,,,,,,,,,2019,542.0,478.5515865109518,129,Bothell MUGA,2794,402,2392,0,2794,3184.0,194.58333333333334,17654,455.2916666666667,47958,16.25,3282,208,48166,2.728333522147955
130,13113.0,13113.0,53061,3,42853,19305,18492,439,42414,42414,18492,2.293640493186243,2.293640493186243,55966,0.0051536709633490645,516,55450,2.1687958636421967,25567,,,,,,,,,,,2019,3058.0,2808.8825661088035,130,Edmonds,15853,948,14905,0,15853,18159.0,294.7916666666667,27336,546.375,59244,96.08333333333333,18736,529,59773,2.186603745976002
131,908.0,908.0,53061,3,4007,1607,1565,42,3965,3965,1565,2.533546325878594,2.533546325878594,4915,0.0004930619144889766,49,4866,2.3956434359415577,2031,,,,,,,,,,,2019,106.0,145.86010555213213,131,Edmonds MUGA,270,34,236,0,270,405.0,19.416666666666668,2148,37.833333333333336,5142,5.625,439,51,5193,2.4175977653631286
132,17136.0,17136.0,53061,3,47679,17839,17137,249,47430,47430,17137,2.7676956293400243,2.7676956293400243,64815,0.0029231527787560753,293,64522,2.617047811357167,24654,,,,,,,,,,,2019,1905.0,2626.2130105529354,132,Everett MUGA,7028,934,6094,0,7028,9394.0,313.2083333333333,26533,714.0,69099,98.58333333333333,9986,300,69399,2.6155730599630647
133,5540.0,5540.0,53061,3,4999,1765,1734,39,4960,4960,1734,2.8604382929642447,2.8604382929642447,10539,0.0004578432063111925,46,10493,2.7047424199276464,3879,,,,,,,,,,,2019,491.0,213.7600785193206,133,Larch Way Overlap,2126,221,1905,0,2126,2277.0,89.375,4415,230.83333333333334,11924,6.291666666666667,2315,47,11971,2.7114382785956965
135,19783.0,19783.0,53061,3,35665,14398,13875,149,35516,35516,13875,2.559711711711712,2.559711711711712,55448,0.0017491958394966073,175,55273,2.42038461954642,22836,,,,,,,,,,,2019,2942.0,3635.1040059536394,135,Lynnwood MUGA,5197,697,4500,0,5197,8594.0,373.375,25076,824.2916666666666,60394,141.54166666666666,9443,179,60573,2.415576646993141
136,29108.0,29108.0,53061,3,70714,25723,24889,422,70292,70292,24889,2.82421953473422,2.82421953473422,99822,0.004954098283674955,496,99326,2.6704950767764912,37194,,,,,,,,,,,2019,17616.0,18090.623766621018,136,Marysville,17409,1868,15541,0,17409,34544.0,512.7083333333334,40270,1212.8333333333333,107099,713.9583333333334,38828,508,107607,2.672138068040725
138,3887.0,3887.0,53061,3,20937,9071,8706,70,20867,20867,8706,2.3968527452331725,2.3968527452331725,24824,0.0008217698574816276,82,24742,2.2663901928239323,10917,,,,,,,,,,,2019,736.0,701.2022367460785,138,Mill Creek,7504,677,6827,0,7504,7984.0,92.125,11470,161.95833333333334,25796,20.0,8104,84,25880,2.2563208369659984
139,13377.0,13377.0,53061,3,52049,17955,17477,126,51923,51923,17477,2.9709332265262915,2.9709332265262915,65426,0.0014791857434669296,148,65278,2.80922302862578,23237,,,,,,,,,,,2019,1599.0,1359.1495168475,139,Mill Creek MUGA,7403,1011,6392,0,7403,8526.0,240.0,24677,557.375,68770,46.791666666666664,8807,152,68922,2.792965109211006
140,13424.0,13424.0,53061,3,21322,9204,8765,236,21086,21086,8765,2.4057045065601828,2.4057045065601828,34746,0.002770538376652344,278,34468,2.274760145922074,15152,,,,,,,,,,,2019,2717.0,2410.0192373996742,140,Mountlake Terrace,9508,811,8697,0,9508,11597.0,266.125,16749,559.3333333333334,38102,87.04166666666667,12119,284,38386,2.291838318705594
141,3078.0,3078.0,53061,3,21538,8711,8389,132,21406,21406,8389,2.5516748122541424,2.5516748122541424,24616,0.0015496231598224977,155,24461,2.4127851747546725,10138,,,,,,,,,,,2019,2358.0,2315.80507081824,141,Mukilteo,11820,1470,10350,0,11820,13755.0,72.875,10575,128.25,25386,80.625,14239,159,25545,2.4156028368794327
142,8178.0,8178.0,53061,3,15584,5478,5315,63,15521,15521,5315,2.920225776105362,2.920225776105362,23762,0.0007395928717334648,74,23688,2.7612756240279563,8579,,,,,,,,,,,2019,2888.0,3048.762284129597,142,Mukilteo MUGA,4953,1244,3709,0,4953,7786.0,136.0,9395,340.75,25806,118.04166666666667,8494,76,25882,2.7548696114954763
143,540.0,540.0,53061,4,6560,2413,2377,11,6549,6549,2377,2.7551535549011357,2.7551535549011357,7100,0.00012913526331854148,13,7087,2.605188411749704,2720,,,,,,,,,,,2019,114.0,136.45199060050822,143,Brier,585,79,506,0,585,695.0,14.291666666666666,2806,22.5,7235,4.583333333333333,722,13,7248,2.5830363506771206
144,308.0,308.0,53061,4,1462,648,607,5,1457,1457,607,2.400329489291598,2.400329489291598,1770,5.86978469629734e-05,6,1764,2.2696776950088893,777,,,,,,,,,,,2019,493.0,481.090642076619,144,Darrington,599,55,544,0,599,1040.0,7.083333333333333,820,12.833333333333334,1847,18.375,1150,6,1853,2.2597560975609756
145,247.0,247.0,53061,4,2403,892,865,0,2403,2403,865,2.778034682080925,2.778034682080925,2650,0.0,0,2650,2.626824101444937,1009,,,,,,,,,,,2019,591.0,622.1551981779077,145,Gold Bar,273,29,244,0,273,862.0,6.0,1045,10.291666666666666,2712,24.541666666666668,1009,0,2712,2.5952153110047846
146,2101.0,2101.0,53061,4,4450,1594,1530,59,4391,4391,1530,2.869934640522876,2.869934640522876,6551,0.000692634594163086,69,6482,2.713721873929288,2389,,,,,,,,,,,2019,1155.0,1123.8506819415998,146,Granite Falls,1134,64,1070,0,1134,2175.0,35.791666666666664,2604,87.54166666666667,7076,43.375,2435,71,7147,2.7446236559139785
147,18.0,18.0,53061,4,155,100,72,0,155,155,72,2.1527777777777777,2.1527777777777777,173,0.0,0,173,2.0356004149976297,85,,,,,,,,,,,2019,3.0,5.0,147,Index,24,0,24,0,24,28.0,0.5416666666666666,88,0.75,178,0.16666666666666666,29,0,178,2.022727272727273
148,9614.0,9614.0,53061,4,38951,13497,13195,100,38851,38851,13195,2.9443728685107997,2.9443728685107997,48565,0.001173956939259468,118,48447,2.7841083714805217,17401,,,,,,,,,,,2019,3219.0,3055.0678251362906,148,Lake Stevens,6985,1036,5949,0,6985,9670.0,175.25,18452,400.5833333333333,50968,111.875,10341,120,51088,2.7686971601994363
149,4603.0,4603.0,53061,4,19699,6228,5970,2574,17125,17125,5970,2.8685092127303182,2.8685092127303182,24302,0.030217651616538704,3028,21274,2.7123740332761415,7843,,,,,,,,,,,2019,2324.0,2137.176494304275,149,Monroe,11283,1111,10172,0,11283,12926.0,78.04166666666667,8311,191.79166666666666,25453,68.45833333333333,13337,3099,28552,3.435446997954518
150,2752.0,2752.0,53061,4,10126,4347,4175,234,9892,9892,4175,2.3693413173652695,2.3693413173652695,12878,0.002747059237867155,275,12603,2.2403762332953785,5625,,,,,,,,,,,2019,1824.0,1967.8201508159286,150,Snohomish,6468,709,5759,0,6468,8125.0,60.416666666666664,5988,114.66666666666667,13566,69.04166666666667,8539,282,13848,2.312625250501002
151,3258.0,3258.0,53061,4,7705,2978,2788,242,7463,7463,2788,2.676829268292683,2.676829268292683,10963,0.0028409757930079123,285,10678,2.531127376760231,4219,,,,,,,,,,,2019,1208.0,1479.8418366846981,151,Stanwood,3641,113,3528,0,3641,4932.0,59.625,4577,135.75,11778,53.791666666666664,5255,291,12069,2.6368800524360934
152,3526.0,3526.0,53061,4,5163,1890,1815,0,5163,5163,1815,2.8446280991735535,2.8446280991735535,8689,0.0,0,8689,2.68979278723739,3230,,,,,,,,,,,2019,1329.0,1389.241709926948,152,Sultan,1044,74,970,0,1044,2344.0,58.958333333333336,3584,146.91666666666666,9570,54.166666666666664,2669,0,9570,2.670200892857143
153,162.0,162.0,53061,4,1318,476,457,0,1318,1318,457,2.8840262582056893,2.8840262582056893,1480,0.0,0,1480,2.727046473941061,543,,,,,,,,,,,2019,12.0,10.495748453658953,153,Woodway,84,12,72,0,84,91.0,3.5833333333333335,564,6.75,1520,0.2916666666666667,93,0,1520,2.6950354609929077
155,307.0,307.0,53061,5,547,179,169,0,547,547,169,3.2366863905325443,3.2366863905325443,854,0.0,0,854,3.0605110419647508,279,,,,,,,,,,,2019,39.0,61.940478351225345,155,Arlington UGA,13,8,5,0,13,74.0,4.583333333333333,306,12.791666666666666,931,2.5416666666666665,89,0,931,3.042483660130719
156,150.0,150.0,53061,5,1828,641,629,24,1804,1804,629,2.8680445151033385,2.8680445151033385,1978,0.0002817496654222723,28,1950,2.7119346295011244,719,,,,,,,,,,,2019,81.0,87.17326176722386,156,Brier MUGA,174,31,143,0,174,257.0,3.75,742,6.25,2016,3.4583333333333335,278,29,2045,2.756064690026954
157,111.0,111.0,53061,5,102,38,35,0,102,102,35,2.914285714285714,2.914285714285714,213,0.0,0,213,2.7556588843765146,77,,,,,,,,,,,2019,76.0,76.0,157,Darrington UGA,0,0,0,0,0,75.0,1.75,88,4.625,241,3.125,94,0,241,2.7386363636363638
158,38.0,38.0,53061,5,808,346,324,0,808,808,324,2.493827160493827,2.493827160493827,846,0.0,0,846,2.358086215509799,359,,,,,,,,,,,2019,14.0,13.631598041506276,158,Gold Bar UGA,20,13,7,0,20,33.0,1.4583333333333333,368,1.5833333333333333,856,0.5416666666666666,36,0,856,2.3260869565217392
159,187.0,187.0,53061,5,147,56,56,0,147,147,56,2.625,2.625,334,0.0,0,334,2.482119215706787,135,,,,,,,,,,,2019,3.0,3.0,159,Granite Falls UGA,0,0,0,0,0,3.0,3.2916666666666665,155,7.791666666666667,381,0.125,4,0,381,2.458064516129032
